order_id,order_date,customer_id,product_category,country,customer_segment,payment_method,units_sold,unit_price,discount_pct,is_returned,rating,revenue
ORD00102,2023-03-15 05:41:37.297297297,CUST0170,Electronics,Australia,Corporate,Credit Card,4,292.81,10,0,3.4,1054.12
ORD00305,2023-03-15 14:26:18.378378379,CUST0294,Electronics,USA,Corporate,PayPal,9,120.57,0,0,3.3,1085.13
ORD00923,2023-03-15 14:26:18.378378379,CUST0007,Home & Kitchen,Germany,Corporate,PayPal,14,337.83,5,0,3.9,4493.14
ORD00655,2023-03-15 23:10:59.459459460,CUST0193,Home & Kitchen,USA,Consumer,Credit Card,16,256.5,15,1,3.2,3488.4
ORD00084,2023-03-16 16:40:21.621621622,CUST0249,Home & Kitchen,Germany,Corporate,Credit Card,7,162.63,10,0,2.7,1024.57
ORD00187,2023-03-17 01:25:02.702702703,CUST0198,Home & Kitchen,USA,Corporate,Credit Card,5,109.71,5,0,3.9,521.12
ORD00380,2023-03-17 10:09:43.783783784,CUST0161,Home & Kitchen,USA,Corporate,Crypto,7,143.42,20,0,3.4,803.15
ORD00922,2023-03-19 05:53:09.189189189,CUST0251,Home & Kitchen,France,Home Office,Credit Card,7,316.86,20,0,4.1,1774.42
ORD00827,2023-03-19 23:22:31.351351352,CUST0021,Clothing,Canada,Corporate,Bank Transfer,4,326.55,0,1,3.1,1306.2
ORD00011,2023-03-19 23:22:31.351351352,CUST0217,Electronics,UK,Consumer,Credit Card,7,69.46,15,0,3.5,413.29
ORD00123,2023-03-20 16:51:53.513513514,CUST0026,Electronics,Germany,Home Office,Credit Card,13,235.74,10,0,3.3,2758.16
ORD00771,2023-03-20 16:51:53.513513514,CUST0113,Clothing,India,Consumer,Credit Card,12,220.42,10,0,3.3,2380.54
ORD00865,2023-03-20 16:51:53.513513514,CUST0214,Sports,India,Consumer,PayPal,7,174.44,0,0,4.0,1221.08
ORD00657,2023-03-21 01:36:34.594594595,CUST0140,Electronics,UK,Home Office,PayPal,19,313.79,20,0,3.2,4769.61
ORD00180,2023-03-21 01:36:34.594594595,CUST0180,Sports,Germany,Consumer,Crypto,1,146.16,0,0,2.5,146.16
ORD00286,2023-03-21 19:05:56.756756757,CUST0067,Sports,USA,Consumer,PayPal,8,49.22,15,0,4.3,334.7
ORD00648,2023-03-21 19:05:56.756756757,CUST0177,Beauty,India,Consumer,Credit Card,19,48.07,10,0,4.5,822.0
ORD00887,2023-03-21 19:05:56.756756757,CUST0046,Home & Kitchen,UK,Corporate,Credit Card,16,479.91,0,0,5.0,7678.56
ORD00466,2023-03-21 19:05:56.756756757,CUST0293,Electronics,UK,Corporate,Credit Card,9,124.25,5,0,2.6,1062.34
ORD00675,2023-03-22 21:20:00.000000000,CUST0107,Sports,India,Corporate,Credit Card,13,235.68,0,0,4.3,3063.84
ORD00823,2023-03-22 21:20:00.000000000,CUST0027,Clothing,USA,Consumer,PayPal,6,273.46,0,0,3.9,1640.76
ORD00291,2023-03-23 14:49:22.162162162,CUST0157,Clothing,India,Consumer,Credit Card,8,388.01,5,0,2.7,2948.88
ORD00237,2023-03-23 14:49:22.162162162,CUST0130,Beauty,UK,Corporate,Bank Transfer,3,220.86,0,0,2.9,662.58
ORD00254,2023-03-23 14:49:22.162162162,CUST0229,Books,USA,Consumer,Bank Transfer,18,385.5,0,0,3.4,6939.0
ORD00447,2023-03-23 23:34:03.243243243,CUST0007,Electronics,India,Consumer,PayPal,19,179.88,10,0,3.2,3075.95
ORD00397,2023-03-24 08:18:44.324324325,CUST0141,Books,USA,Corporate,Credit Card,4,131.42,20,1,4.8,420.54
ORD00927,2023-03-24 08:18:44.324324325,CUST0003,Electronics,UK,Consumer,Credit Card,11,389.58,10,1,4.8,3856.84
ORD00925,2023-03-25 01:48:06.486486487,CUST0208,Beauty,USA,Corporate,Credit Card,7,473.42,0,0,2.6,3313.94
ORD00840,2023-03-25 10:32:47.567567568,CUST0271,Electronics,India,Consumer,Credit Card,3,68.67,0,1,3.7,206.01
ORD00440,2023-03-25 10:32:47.567567568,CUST0088,Clothing,UK,Consumer,Credit Card,3,214.79,10,0,3.9,579.93
ORD00235,2023-03-25 19:17:28.648648649,CUST0013,Clothing,USA,Consumer,Credit Card,1,422.13,5,0,3.6,401.02
ORD00204,2023-03-25 19:17:28.648648649,CUST0004,Clothing,UK,Home Office,PayPal,5,257.5,10,0,3.8,1158.75
ORD00151,2023-03-25 19:17:28.648648649,CUST0119,Clothing,India,Consumer,Credit Card,2,184.81,5,0,3.8,351.14
ORD00265,2023-03-26 12:46:50.810810811,CUST0237,Electronics,USA,Corporate,PayPal,14,300.31,0,0,2.8,4204.34
ORD00933,2023-03-26 12:46:50.810810811,CUST0087,Clothing,India,Consumer,Bank Transfer,13,227.08,0,0,4.6,2952.04
ORD00376,2023-03-26 12:46:50.810810811,CUST0152,Sports,USA,Consumer,Bank Transfer,10,157.8,15,0,2.8,1341.3
ORD00789,2023-03-26 12:46:50.810810811,CUST0012,Home & Kitchen,Canada,Consumer,Credit Card,5,181.8,5,0,3.7,863.55
ORD00256,2023-03-26 21:31:31.891891892,CUST0286,Electronics,India,Consumer,Crypto,4,413.7,0,0,4.2,1654.8
ORD00829,2023-03-27 06:16:12.972972973,CUST0262,Clothing,UK,Consumer,Bank Transfer,10,466.99,5,0,4.4,4436.4
ORD00626,2023-03-27 23:45:35.135135135,CUST0016,Books,Canada,Consumer,Credit Card,10,91.8,5,0,5.0,872.1
ORD00197,2023-03-29 10:44:19.459459460,CUST0040,Electronics,France,Consumer,Credit Card,6,429.71,0,0,4.4,2578.26
ORD00998,2023-03-29 19:29:00.540540541,CUST0231,Books,USA,Corporate,Credit Card,5,259.46,5,0,3.9,1232.44
ORD00069,2023-03-29 19:29:00.540540541,CUST0133,Beauty,USA,Corporate,Credit Card,12,111.67,0,0,4.6,1340.04
ORD00214,2023-03-30 04:13:41.621621622,CUST0118,Electronics,Germany,Corporate,Credit Card,15,299.48,10,0,4.6,4042.98
ORD00054,2023-03-30 12:58:22.702702703,CUST0075,Home & Kitchen,USA,Consumer,Bank Transfer,15,322.72,0,0,3.2,4840.8
ORD00520,2023-03-31 06:27:44.864864865,CUST0190,Books,USA,Corporate,Bank Transfer,14,285.94,10,1,4.0,3602.84
ORD00637,2023-03-31 15:12:25.945945946,CUST0227,Clothing,India,Home Office,Credit Card,7,455.11,10,0,2.6,2867.19
ORD00302,2023-03-31 15:12:25.945945946,CUST0005,Beauty,Canada,Consumer,Credit Card,13,366.3,0,1,4.3,4761.9
ORD00999,2023-04-02 02:11:10.270270271,CUST0084,Clothing,USA,Consumer,Bank Transfer,1,82.24,0,0,4.8,82.24
ORD00112,2023-04-02 10:55:51.351351352,CUST0073,Clothing,USA,Corporate,PayPal,14,210.25,10,1,3.0,2649.15
ORD00870,2023-04-02 10:55:51.351351352,CUST0209,Electronics,India,Home Office,Credit Card,8,18.99,10,0,4.0,136.73
ORD00035,2023-04-02 19:40:32.432432433,CUST0034,Home & Kitchen,Germany,Corporate,Credit Card,14,237.26,15,1,2.6,2823.39
ORD00986,2023-04-02 19:40:32.432432433,CUST0282,Electronics,India,Corporate,Crypto,10,76.39,5,0,2.9,725.7
ORD00487,2023-04-02 19:40:32.432432433,CUST0281,Electronics,Germany,Consumer,Credit Card,14,195.68,10,0,4.3,2465.57
ORD00720,2023-04-02 19:40:32.432432433,CUST0176,Clothing,UK,Consumer,Credit Card,9,242.82,0,0,2.8,2185.38
ORD00839,2023-04-02 19:40:32.432432433,CUST0274,Sports,India,Corporate,Credit Card,12,250.31,15,0,3.8,2553.16
ORD00664,2023-04-03 04:25:13.513513514,CUST0062,Electronics,UK,Corporate,PayPal,3,140.13,0,0,3.9,420.39
ORD00370,2023-04-03 04:25:13.513513514,CUST0210,Electronics,India,Home Office,Bank Transfer,19,211.04,10,0,4.5,3608.78
ORD00396,2023-04-03 04:25:13.513513514,CUST0224,Clothing,UK,Home Office,Bank Transfer,7,384.4,0,1,3.1,2690.8
ORD00990,2023-04-03 21:54:35.675675676,CUST0087,Books,India,Consumer,Credit Card,14,99.94,0,0,3.0,1399.16
ORD00492,2023-04-03 21:54:35.675675676,CUST0004,Electronics,France,Consumer,Credit Card,6,277.08,10,0,3.6,1496.23
ORD00688,2023-04-04 15:23:57.837837838,CUST0099,Electronics,France,Home Office,Credit Card,16,325.24,15,0,3.9,4423.26
ORD00942,2023-04-05 00:08:38.918918919,CUST0221,Books,USA,Home Office,Credit Card,18,236.28,0,0,3.1,4253.04
ORD00246,2023-04-05 00:08:38.918918919,CUST0236,Books,France,Consumer,PayPal,12,346.17,0,1,2.5,4154.04
ORD00360,2023-04-06 11:07:23.243243243,CUST0202,Clothing,USA,Corporate,PayPal,16,356.32,0,0,3.3,5701.12
ORD00574,2023-04-06 19:52:04.324324325,CUST0101,Books,UK,Consumer,PayPal,5,279.76,5,0,2.6,1328.86
ORD00792,2023-04-07 04:36:45.405405406,CUST0120,Electronics,USA,Home Office,PayPal,10,10.11,0,0,4.1,101.1
ORD00272,2023-04-08 06:50:48.648648649,CUST0288,Clothing,UK,Consumer,PayPal,16,197.96,20,0,3.0,2533.89
ORD00706,2023-04-08 06:50:48.648648649,CUST0123,Clothing,India,Consumer,Credit Card,10,33.74,10,0,4.7,303.66
ORD00592,2023-04-08 15:35:29.729729730,CUST0026,Sports,USA,Corporate,Bank Transfer,7,218.89,15,0,4.1,1302.4
ORD00105,2023-04-09 00:20:10.810810811,CUST0133,Clothing,UK,Corporate,Credit Card,16,312.86,0,0,3.0,5005.76
ORD00003,2023-04-09 09:04:51.891891892,CUST0065,Beauty,Australia,Consumer,PayPal,1,192.93,20,0,4.6,154.34
ORD00108,2023-04-09 09:04:51.891891892,CUST0046,Books,Australia,Consumer,Credit Card,8,186.11,10,0,3.6,1339.99
ORD00629,2023-04-09 17:49:32.972972973,CUST0170,Electronics,India,Corporate,Credit Card,14,455.62,15,0,2.8,5421.88
ORD00775,2023-04-10 02:34:14.054054054,CUST0188,Electronics,UK,Consumer,PayPal,7,473.97,10,0,3.6,2986.01
ORD00064,2023-04-10 11:18:55.135135135,CUST0030,Clothing,Canada,Home Office,Credit Card,18,105.51,10,0,2.7,1709.26
ORD00419,2023-04-11 13:32:58.378378379,CUST0288,Electronics,France,Consumer,Credit Card,16,323.28,10,0,3.2,4655.23
ORD00448,2023-04-11 13:32:58.378378379,CUST0263,Beauty,USA,Consumer,Credit Card,5,375.75,5,0,2.6,1784.81
ORD00030,2023-04-11 13:32:58.378378379,CUST0051,Sports,UK,Consumer,PayPal,4,307.28,0,0,4.8,1229.12
ORD00746,2023-04-11 13:32:58.378378379,CUST0181,Home & Kitchen,Germany,Corporate,PayPal,3,205.85,0,0,3.9,617.55
ORD00770,2023-04-12 07:02:20.540540541,CUST0155,Sports,UK,Corporate,Credit Card,18,158.56,10,0,3.9,2568.67
ORD00311,2023-04-12 15:47:01.621621622,CUST0157,Electronics,Germany,Corporate,Credit Card,14,22.15,5,0,4.7,294.59
ORD00476,2023-04-12 15:47:01.621621622,CUST0059,Electronics,Germany,Consumer,Credit Card,6,116.7,15,0,3.6,595.17
ORD00240,2023-04-13 18:01:04.864864865,CUST0273,Books,USA,Consumer,Bank Transfer,11,103.7,20,0,3.1,912.56
ORD00445,2023-04-13 18:01:04.864864865,CUST0182,Home & Kitchen,USA,Consumer,Credit Card,19,290.41,0,0,3.9,5517.79
ORD00451,2023-04-14 02:45:45.945945946,CUST0085,Beauty,UK,Consumer,PayPal,4,172.67,10,0,2.6,621.61
ORD00646,2023-04-14 11:30:27.027027027,CUST0266,Electronics,UK,Corporate,Credit Card,13,455.4,0,0,3.8,5920.2
ORD00714,2023-04-14 11:30:27.027027027,CUST0025,Home & Kitchen,Canada,Home Office,Credit Card,12,322.68,0,1,4.7,3872.16
ORD00505,2023-04-15 13:44:30.270270270,CUST0017,Electronics,USA,Home Office,Credit Card,2,388.4,5,0,4.4,737.96
ORD00147,2023-04-15 22:29:11.351351352,CUST0294,Clothing,USA,Home Office,PayPal,11,127.71,5,0,3.5,1334.57
ORD00663,2023-04-15 22:29:11.351351352,CUST0011,Home & Kitchen,USA,Consumer,Credit Card,5,386.68,10,0,4.3,1740.06
ORD00310,2023-04-17 18:12:36.756756758,CUST0015,Books,UK,Consumer,Crypto,6,499.28,10,0,3.7,2696.11
ORD00114,2023-04-18 11:41:58.918918920,CUST0249,Electronics,UK,Home Office,PayPal,6,35.82,5,0,4.5,204.17
ORD00358,2023-04-19 05:11:21.081081082,CUST0149,Electronics,Germany,Corporate,Credit Card,16,441.81,10,0,2.6,6362.06
ORD00866,2023-04-20 07:25:24.324324324,CUST0117,Home & Kitchen,USA,Home Office,PayPal,14,384.89,0,0,3.9,5388.46
ORD00479,2023-04-20 16:10:05.405405406,CUST0224,Sports,USA,Consumer,Bank Transfer,4,285.31,20,0,3.6,912.99
ORD00718,2023-04-20 16:10:05.405405406,CUST0038,Home & Kitchen,USA,Consumer,Credit Card,14,73.08,0,0,2.5,1023.12
ORD00369,2023-04-21 09:39:27.567567568,CUST0294,Books,Canada,Consumer,Credit Card,15,337.88,5,0,4.9,4814.79
ORD00934,2023-04-21 18:24:08.648648648,CUST0012,Books,USA,Home Office,Crypto,5,312.72,0,0,3.5,1563.6
ORD00565,2023-04-21 18:24:08.648648648,CUST0039,Books,India,Consumer,PayPal,18,183.95,5,0,3.4,3145.54
ORD00021,2023-04-23 05:22:52.972972974,CUST0023,Electronics,USA,Consumer,Credit Card,9,325.65,10,0,2.5,2637.76
ORD00562,2023-04-25 01:06:18.378378378,CUST0104,Clothing,Germany,Home Office,Credit Card,8,232.16,15,0,5.0,1578.69
ORD00033,2023-04-25 01:06:18.378378378,CUST0260,Electronics,UK,Consumer,PayPal,2,362.84,0,1,3.0,725.68
ORD00067,2023-04-25 18:35:40.540540540,CUST0051,Books,USA,Corporate,Credit Card,19,383.46,0,0,4.3,7285.74
ORD00964,2023-04-25 18:35:40.540540540,CUST0152,Clothing,USA,Corporate,Credit Card,17,255.7,0,0,4.3,4346.9
ORD00252,2023-04-26 12:05:02.702702704,CUST0060,Clothing,India,Consumer,Credit Card,6,44.56,10,0,4.8,240.62
ORD00539,2023-04-27 14:19:05.945945946,CUST0227,Clothing,UK,Corporate,PayPal,12,10.69,0,1,3.1,128.28
ORD00493,2023-04-28 07:48:28.108108108,CUST0154,Home & Kitchen,Australia,Consumer,Credit Card,13,334.11,5,0,3.4,4126.26
ORD00500,2023-04-28 07:48:28.108108108,CUST0146,Home & Kitchen,USA,Consumer,Bank Transfer,14,213.39,20,0,3.7,2389.97
ORD00682,2023-04-29 01:17:50.270270270,CUST0261,Home & Kitchen,USA,Consumer,Bank Transfer,3,11.78,5,0,4.2,33.57
ORD00325,2023-04-29 10:02:31.351351352,CUST0069,Clothing,Canada,Home Office,Credit Card,14,102.35,0,0,3.0,1432.9
ORD00864,2023-04-29 18:47:12.432432432,CUST0166,Beauty,India,Consumer,Bank Transfer,14,371.75,5,0,4.9,4944.27
ORD00948,2023-04-30 21:01:15.675675676,CUST0150,Electronics,Germany,Home Office,Credit Card,11,352.65,5,0,3.5,3685.19
ORD00012,2023-05-01 05:45:56.756756758,CUST0283,Electronics,USA,Home Office,Credit Card,17,493.1,0,0,4.7,8382.7
ORD00230,2023-05-01 05:45:56.756756758,CUST0178,Home & Kitchen,USA,Home Office,Credit Card,2,274.19,10,0,2.6,493.54
ORD00686,2023-05-03 01:29:22.162162162,CUST0177,Books,USA,Consumer,Credit Card,9,107.78,0,1,3.4,970.02
ORD00407,2023-05-03 18:58:44.324324324,CUST0257,Home & Kitchen,France,Corporate,Bank Transfer,1,247.68,0,0,3.5,247.68
ORD00347,2023-05-03 18:58:44.324324324,CUST0029,Home & Kitchen,USA,Consumer,Bank Transfer,15,100.06,0,0,4.2,1500.9
ORD00118,2023-05-03 18:58:44.324324324,CUST0239,Clothing,Australia,Home Office,Credit Card,17,259.26,5,0,4.3,4187.05
ORD00855,2023-05-04 03:43:25.405405406,CUST0046,Home & Kitchen,UK,Consumer,Credit Card,1,188.86,5,1,4.8,179.42
ORD00074,2023-05-04 12:28:06.486486486,CUST0069,Home & Kitchen,USA,Consumer,Bank Transfer,5,231.58,15,0,3.1,984.22
ORD00227,2023-05-04 12:28:06.486486486,CUST0139,Electronics,USA,Corporate,Bank Transfer,7,364.18,0,0,3.1,2549.26
ORD00660,2023-05-04 21:12:47.567567568,CUST0061,Electronics,Germany,Corporate,Bank Transfer,7,222.98,5,0,2.7,1482.82
ORD00781,2023-05-05 05:57:28.648648648,CUST0222,Home & Kitchen,UK,Consumer,PayPal,8,336.84,0,0,4.7,2694.72
ORD00860,2023-05-05 05:57:28.648648648,CUST0273,Electronics,Germany,Consumer,Credit Card,2,99.48,0,0,3.2,198.96
ORD00564,2023-05-05 05:57:28.648648648,CUST0025,Books,India,Consumer,Credit Card,12,36.82,5,0,4.0,419.75
ORD00136,2023-05-05 23:26:50.810810812,CUST0078,Electronics,Australia,Home Office,Credit Card,13,263.91,0,0,3.4,3430.83
ORD00023,2023-05-05 23:26:50.810810812,CUST0165,Electronics,UK,Home Office,Credit Card,14,434.73,10,0,3.7,5477.6
ORD00334,2023-05-06 16:56:12.972972974,CUST0141,Clothing,UK,Corporate,PayPal,2,226.6,10,0,4.9,407.88
ORD00071,2023-05-06 16:56:12.972972974,CUST0138,Clothing,USA,Consumer,Credit Card,14,435.17,5,0,4.0,5787.76
ORD00363,2023-05-06 16:56:12.972972974,CUST0291,Books,USA,Corporate,Credit Card,15,191.53,20,0,2.6,2298.36
ORD00605,2023-05-06 16:56:12.972972974,CUST0176,Electronics,Germany,Corporate,PayPal,11,246.28,0,0,4.1,2709.08
ORD00233,2023-05-07 10:25:35.135135136,CUST0138,Home & Kitchen,USA,Consumer,Credit Card,15,41.15,10,0,3.3,555.52
ORD00900,2023-05-07 10:25:35.135135136,CUST0077,Electronics,Canada,Consumer,Credit Card,2,454.95,0,0,2.9,909.9
ORD00959,2023-05-07 10:25:35.135135136,CUST0024,Electronics,Germany,Consumer,Bank Transfer,15,57.43,10,0,3.0,775.3
ORD00327,2023-05-07 19:10:16.216216216,CUST0011,Home & Kitchen,USA,Corporate,PayPal,9,483.98,5,0,3.4,4138.03
ORD00477,2023-05-07 19:10:16.216216216,CUST0215,Books,USA,Consumer,Credit Card,10,341.74,0,0,3.5,3417.4
ORD00585,2023-05-08 03:54:57.297297298,CUST0198,Home & Kitchen,Canada,Consumer,Credit Card,1,37.97,0,0,4.5,37.97
ORD00549,2023-05-09 14:53:41.621621622,CUST0239,Home & Kitchen,India,Corporate,PayPal,6,398.48,10,0,4.7,2151.79
ORD00666,2023-05-10 17:07:44.864864866,CUST0153,Books,India,Consumer,PayPal,4,110.87,5,0,3.9,421.31
ORD00952,2023-05-11 01:52:25.945945946,CUST0202,Electronics,India,Consumer,Credit Card,3,234.53,10,0,3.4,633.23
ORD00247,2023-05-11 10:37:07.027027028,CUST0137,Electronics,USA,Consumer,Credit Card,10,474.9,20,0,4.3,3799.2
ORD00895,2023-05-12 04:06:29.189189190,CUST0242,Beauty,Canada,Corporate,Credit Card,5,362.95,5,1,3.2,1724.01
ORD00858,2023-05-13 15:05:13.513513514,CUST0222,Electronics,France,Corporate,PayPal,6,46.46,10,0,3.3,250.88
ORD00441,2023-05-13 15:05:13.513513514,CUST0078,Electronics,Australia,Consumer,Credit Card,7,133.07,10,0,4.9,838.34
ORD00076,2023-05-14 08:34:35.675675676,CUST0262,Beauty,USA,Consumer,Credit Card,3,200.81,0,0,3.9,602.43
ORD00801,2023-05-14 08:34:35.675675676,CUST0227,Clothing,USA,Consumer,Credit Card,18,128.25,5,0,2.5,2193.07
ORD00767,2023-05-15 02:03:57.837837838,CUST0224,Clothing,Australia,Consumer,PayPal,8,468.05,10,0,3.3,3369.96
ORD00905,2023-05-15 02:03:57.837837838,CUST0166,Electronics,UK,Corporate,Credit Card,19,454.65,0,1,2.6,8638.35
ORD00593,2023-05-15 10:48:38.918918920,CUST0047,Electronics,Canada,Consumer,Credit Card,12,173.51,0,0,5.0,2082.12
ORD00939,2023-05-16 13:02:42.162162162,CUST0055,Clothing,Canada,Consumer,Credit Card,19,142.46,10,0,4.5,2436.07
ORD00015,2023-05-16 13:02:42.162162162,CUST0105,Clothing,Australia,Home Office,Bank Transfer,8,293.49,0,0,3.7,2347.92
ORD00956,2023-05-16 13:02:42.162162162,CUST0207,Clothing,India,Consumer,Bank Transfer,13,444.54,15,0,2.8,4912.17
ORD00470,2023-05-16 13:02:42.162162162,CUST0053,Home & Kitchen,UK,Consumer,Credit Card,4,17.89,10,0,3.6,64.4
ORD00261,2023-05-16 21:47:23.243243244,CUST0078,Home & Kitchen,USA,Consumer,Bank Transfer,17,263.38,10,0,4.9,4029.71
ORD00435,2023-05-17 06:32:04.324324324,CUST0097,Electronics,Germany,Consumer,PayPal,2,53.49,0,0,3.2,106.98
ORD00743,2023-05-17 15:16:45.405405406,CUST0169,Beauty,USA,Corporate,Credit Card,2,354.28,0,0,4.2,708.56
ORD00239,2023-05-18 00:01:26.486486486,CUST0101,Home & Kitchen,Canada,Corporate,Credit Card,1,454.25,15,1,4.6,386.11
ORD00148,2023-05-18 17:30:48.648648650,CUST0227,Clothing,France,Corporate,Bank Transfer,7,240.19,15,0,3.0,1429.13
ORD00699,2023-05-19 02:15:29.729729730,CUST0269,Beauty,USA,Corporate,Credit Card,16,153.0,0,0,3.6,2448.0
ORD00126,2023-05-19 02:15:29.729729730,CUST0008,Clothing,USA,Corporate,Credit Card,15,326.16,0,0,3.9,4892.4
ORD00797,2023-05-20 13:14:14.054054054,CUST0285,Electronics,India,Corporate,Bank Transfer,4,147.03,10,0,4.8,529.31
ORD00292,2023-05-20 21:58:55.135135136,CUST0289,Sports,UK,Consumer,Bank Transfer,19,458.41,0,0,4.0,8709.79
ORD00238,2023-05-20 21:58:55.135135136,CUST0084,Home & Kitchen,USA,Corporate,Bank Transfer,7,166.94,10,0,3.0,1051.72
ORD00027,2023-05-21 06:43:36.216216216,CUST0085,Sports,UK,Home Office,Bank Transfer,18,276.61,0,0,4.2,4978.98
ORD00275,2023-05-21 06:43:36.216216216,CUST0023,Electronics,Canada,Consumer,Credit Card,5,305.85,0,0,3.8,1529.25
ORD00513,2023-05-21 06:43:36.216216216,CUST0134,Sports,Canada,Corporate,PayPal,3,481.15,20,0,3.0,1154.76
ORD00276,2023-05-21 15:28:17.297297298,CUST0063,Beauty,UK,Consumer,Credit Card,3,156.46,0,0,2.6,469.38
ORD00898,2023-05-21 15:28:17.297297298,CUST0289,Home & Kitchen,UK,Consumer,Credit Card,11,103.72,10,0,3.7,1026.83
ORD00089,2023-05-22 00:12:58.378378378,CUST0184,Sports,UK,Corporate,Bank Transfer,7,197.35,0,0,4.4,1381.45
ORD00065,2023-05-22 00:12:58.378378378,CUST0247,Sports,UK,Home Office,Credit Card,6,415.16,5,0,3.5,2366.41
ORD00987,2023-05-22 17:42:20.540540540,CUST0008,Electronics,USA,Consumer,PayPal,3,264.01,20,0,3.3,633.62
ORD00091,2023-05-22 17:42:20.540540540,CUST0195,Home & Kitchen,USA,Consumer,Bank Transfer,6,194.32,15,0,3.1,991.03
ORD00424,2023-05-23 11:11:42.702702704,CUST0288,Clothing,France,Home Office,Credit Card,12,230.39,0,0,2.6,2764.68
ORD00144,2023-05-23 11:11:42.702702704,CUST0238,Electronics,UK,Consumer,PayPal,3,340.06,15,0,4.2,867.15
ORD00612,2023-05-23 19:56:23.783783784,CUST0159,Electronics,Canada,Consumer,PayPal,16,114.62,0,0,3.8,1833.92
ORD00518,2023-05-23 19:56:23.783783784,CUST0237,Electronics,USA,Corporate,Credit Card,2,178.84,15,0,4.5,304.03
ORD00186,2023-05-23 19:56:23.783783784,CUST0277,Clothing,USA,Corporate,Bank Transfer,6,442.39,10,1,3.2,2388.91
ORD00846,2023-05-23 19:56:23.783783784,CUST0093,Clothing,Australia,Corporate,Credit Card,17,264.9,0,0,2.6,4503.3
ORD00749,2023-05-24 04:41:04.864864866,CUST0155,Sports,France,Consumer,Credit Card,19,156.08,5,0,3.7,2817.24
ORD00787,2023-05-24 22:10:27.027027028,CUST0192,Home & Kitchen,Australia,Consumer,Credit Card,4,417.3,0,0,2.9,1669.2
ORD00806,2023-05-24 22:10:27.027027028,CUST0079,Beauty,Germany,Corporate,Bank Transfer,17,410.22,15,0,2.6,5927.68
ORD00782,2023-05-25 06:55:08.108108108,CUST0037,Home & Kitchen,USA,Consumer,Credit Card,18,456.66,5,1,4.9,7808.89
ORD00715,2023-05-25 06:55:08.108108108,CUST0261,Clothing,USA,Consumer,Credit Card,7,167.07,15,0,4.6,994.07
ORD00183,2023-05-25 15:39:49.189189190,CUST0229,Books,USA,Consumer,Bank Transfer,5,225.89,10,0,3.7,1016.5
ORD00822,2023-05-25 15:39:49.189189190,CUST0022,Electronics,Germany,Consumer,Crypto,19,229.82,15,0,3.2,3711.59
ORD00418,2023-05-25 15:39:49.189189190,CUST0131,Electronics,India,Consumer,PayPal,18,267.08,20,0,4.2,3845.95
ORD00542,2023-05-26 09:09:11.351351352,CUST0111,Electronics,India,Consumer,PayPal,2,290.42,15,0,5.0,493.71
ORD00308,2023-05-26 17:53:52.432432432,CUST0216,Clothing,UK,Consumer,Credit Card,6,101.57,10,0,4.2,548.48
ORD00427,2023-05-26 17:53:52.432432432,CUST0247,Home & Kitchen,India,Consumer,Credit Card,7,252.34,5,0,3.3,1678.06
ORD00931,2023-05-27 02:38:33.513513514,CUST0014,Home & Kitchen,India,Consumer,Credit Card,12,379.36,0,0,4.5,4552.32
ORD00098,2023-05-27 02:38:33.513513514,CUST0051,Books,Canada,Corporate,Credit Card,6,142.02,0,0,3.4,852.12
ORD00333,2023-05-27 11:23:14.594594594,CUST0218,Books,USA,Corporate,Credit Card,6,80.76,15,0,3.7,411.88
ORD00293,2023-05-27 11:23:14.594594594,CUST0231,Sports,India,Corporate,PayPal,8,428.7,10,1,3.2,3086.64
ORD00382,2023-05-27 20:07:55.675675676,CUST0285,Sports,USA,Corporate,Crypto,10,133.47,0,0,3.4,1334.7
ORD00162,2023-05-28 22:21:58.918918920,CUST0212,Electronics,Canada,Corporate,Credit Card,18,415.52,5,0,3.5,7105.39
ORD00203,2023-05-28 22:21:58.918918920,CUST0075,Home & Kitchen,Germany,Consumer,PayPal,16,383.34,0,0,3.8,6133.44
ORD00954,2023-05-29 07:06:40.000000000,CUST0035,Books,USA,Corporate,Credit Card,4,128.45,0,0,3.6,513.8
ORD00530,2023-05-29 07:06:40.000000000,CUST0149,Electronics,USA,Consumer,Credit Card,12,497.33,5,0,4.2,5669.56
ORD00906,2023-05-29 15:51:21.081081082,CUST0090,Electronics,USA,Corporate,PayPal,11,70.01,10,0,3.1,693.1
ORD00250,2023-05-30 09:20:43.243243244,CUST0001,Clothing,UK,Corporate,Credit Card,2,37.12,0,0,4.9,74.24
ORD00742,2023-05-31 02:50:05.405405406,CUST0059,Home & Kitchen,USA,Corporate,Bank Transfer,18,341.87,15,0,4.4,5230.61
ORD00025,2023-05-31 11:34:46.486486486,CUST0083,Home & Kitchen,India,Corporate,Crypto,19,460.69,15,0,3.3,7440.14
ORD00937,2023-05-31 20:19:27.567567568,CUST0122,Electronics,UK,Corporate,Credit Card,8,481.55,0,0,3.2,3852.4
ORD00356,2023-05-31 20:19:27.567567568,CUST0001,Sports,Canada,Consumer,Credit Card,3,12.86,5,0,2.8,36.65
ORD00871,2023-05-31 20:19:27.567567568,CUST0072,Electronics,Germany,Consumer,Credit Card,4,330.45,20,0,4.3,1057.44
ORD00301,2023-06-01 05:04:08.648648650,CUST0010,Clothing,USA,Corporate,Credit Card,4,424.2,0,1,3.7,1696.8
