customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delays,contract_type,internet_service,online_security,tech_support,paperless_billing,gender,senior_citizen,partner,dependents,churn
CUST0251,21,85.42,2947.75,4,3,0,Month-to-month,Fiber optic,Yes,No,No,Male,1,No,No,1
CUST0252,30,39.81,5403.04,2,1,0,Month-to-month,DSL,No,No,No,Female,0,Yes,No,0
CUST0253,28,76.53,2238.09,1,8,0,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,0
CUST0254,64,66.39,741.71,1,1,2,Month-to-month,Fiber optic,No,No,No,Female,0,No,No,1
CUST0255,69,117.2,7941.4,1,2,1,Month-to-month,DSL,No,Yes,Yes,Female,0,No,Yes,1
CUST0256,61,80.85,1333.99,1,9,4,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,0
CUST0257,48,54.95,7908.53,2,0,1,Month-to-month,DSL,Yes,No,No,Male,1,Yes,No,1
CUST0258,19,31.41,7820.51,1,6,1,Two year,No,Yes,Yes,No,Male,0,Yes,No,0
CUST0259,4,35.12,6371.16,3,0,3,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,No,1
CUST0260,35,42.53,5309.44,3,8,0,Two year,DSL,Yes,Yes,No,Male,0,No,No,0
CUST0261,64,45.1,4664.68,1,0,2,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,No,0
CUST0262,49,105.06,6942.2,3,4,0,One year,Fiber optic,No,No,Yes,Male,1,Yes,Yes,0
CUST0263,17,76.12,2386.57,4,6,0,Two year,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
CUST0264,44,72.34,3794.68,2,2,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
CUST0265,30,31.48,4993.18,1,8,3,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,1
CUST0266,46,106.01,3348.4,1,7,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,1
CUST0267,6,92.28,3477.14,2,2,4,Month-to-month,No,Yes,Yes,No,Female,1,Yes,No,1
CUST0268,37,26.77,2709.25,3,4,4,Two year,DSL,No,No,No,Female,0,Yes,No,0
CUST0269,24,90.78,4557.43,2,6,0,Two year,Fiber optic,No,No,Yes,Female,0,Yes,No,1
CUST0270,46,74.35,6819.54,2,3,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0271,53,28.17,1692.07,3,4,1,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,No,1
CUST0272,60,65.83,7482.02,2,2,2,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
CUST0273,63,68.47,5543.79,3,8,3,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,No,0
CUST0274,32,36.58,6603.86,3,9,1,One year,DSL,Yes,Yes,Yes,Male,1,Yes,No,0
CUST0275,33,114.57,4493.91,2,8,2,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
CUST0276,67,105.0,6258.18,4,6,4,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,1
CUST0277,18,86.9,227.98,3,9,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,1,No,No,1
CUST0278,25,66.23,6565.21,2,1,4,Month-to-month,No,Yes,No,No,Female,0,Yes,No,0
CUST0279,54,61.18,417.1,3,6,0,One year,Fiber optic,Yes,Yes,No,Female,0,No,Yes,0
CUST0280,58,85.1,7130.32,4,6,3,Month-to-month,DSL,No,No,Yes,Male,1,Yes,Yes,1
CUST0281,67,74.54,7936.51,4,4,2,Two year,No,No,Yes,Yes,Male,0,Yes,Yes,0
CUST0282,46,26.23,2423.13,1,8,3,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
CUST0283,24,71.25,1761.52,3,2,0,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,No,0
CUST0284,32,100.64,6146.37,3,3,2,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,Yes,0
CUST0285,47,65.92,2098.91,2,0,2,Two year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
CUST0286,23,25.2,6937.94,3,5,1,Two year,No,Yes,Yes,Yes,Male,0,No,Yes,0
CUST0287,66,98.63,912.46,1,3,3,Two year,Fiber optic,No,Yes,No,Male,0,Yes,No,0
CUST0288,27,40.14,1095.05,4,0,3,Month-to-month,DSL,No,Yes,Yes,Female,1,No,No,0
CUST0289,2,45.86,7835.3,4,1,1,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
CUST0290,17,36.47,5423.33,1,2,4,Month-to-month,No,Yes,No,No,Female,0,No,No,0
CUST0291,33,53.02,6790.41,3,8,0,One year,DSL,Yes,Yes,Yes,Female,0,Yes,No,0
CUST0292,9,95.68,2662.2,3,7,3,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
CUST0293,43,71.94,5444.22,1,6,1,Month-to-month,No,No,No,Yes,Male,0,No,Yes,0
CUST0294,48,40.49,4794.51,2,3,2,Two year,DSL,No,No,Yes,Male,1,Yes,No,0
CUST0295,39,107.78,4864.89,4,0,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
CUST0296,42,107.96,5492.01,1,7,4,Two year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
CUST0297,26,107.06,4645.34,1,3,0,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,No,1
CUST0298,50,43.88,3489.59,3,2,4,Two year,Fiber optic,Yes,No,Yes,Male,0,Yes,Yes,0
CUST0299,25,65.12,2279.79,4,8,2,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,1
CUST0300,24,118.5,6171.79,3,9,2,One year,Fiber optic,Yes,No,Yes,Female,0,Yes,No,1
CUST0301,13,97.2,1887.55,1,3,2,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,Yes,1
CUST0302,60,22.72,5569.6,2,3,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0303,7,26.52,1943.33,4,8,1,Month-to-month,DSL,Yes,Yes,No,Male,1,No,No,1
CUST0304,57,66.39,5040.11,1,1,2,One year,DSL,Yes,Yes,Yes,Female,1,No,No,0
CUST0305,36,110.92,6001.92,1,4,2,Month-to-month,No,Yes,Yes,Yes,Male,1,No,Yes,0
CUST0306,45,73.87,1827.84,2,3,1,One year,Fiber optic,No,No,No,Female,0,No,No,0
CUST0307,20,69.78,573.55,1,8,2,Month-to-month,No,Yes,Yes,No,Male,1,Yes,No,0
CUST0308,65,30.55,1134.69,1,4,4,Two year,DSL,No,No,No,Female,0,No,Yes,1
CUST0309,8,85.68,4887.38,4,8,4,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,No,1
CUST0310,16,102.21,6810.63,4,8,3,Month-to-month,DSL,Yes,No,No,Female,0,No,No,0
CUST0311,14,58.04,455.47,4,1,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,1,Yes,No,0
CUST0312,15,97.56,5899.79,3,8,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
CUST0313,66,116.45,2796.42,2,2,0,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
CUST0314,32,40.38,3880.37,4,3,0,Month-to-month,No,No,No,No,Male,0,No,Yes,0
CUST0315,63,72.33,7437.99,3,0,1,Two year,DSL,Yes,No,No,Male,0,No,No,0
CUST0316,51,48.71,2722.57,3,0,4,One year,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
CUST0317,25,99.29,3776.16,2,0,0,One year,No,No,Yes,No,Female,1,No,Yes,1
CUST0318,58,77.76,208.09,2,8,3,Month-to-month,No,Yes,Yes,No,Female,0,No,No,0
CUST0319,63,83.46,744.63,1,7,1,One year,No,Yes,No,No,Female,1,Yes,No,0
CUST0320,62,99.79,2142.87,3,4,3,Month-to-month,DSL,No,Yes,No,Female,0,No,No,0
CUST0321,22,59.6,320.03,4,4,4,One year,DSL,No,No,No,Female,1,No,No,0
CUST0322,58,111.51,5087.87,2,8,2,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,1
CUST0323,58,73.3,3468.55,3,2,3,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,Yes,1
CUST0324,49,35.8,4430.35,4,2,2,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
CUST0325,52,89.59,1479.71,3,6,1,Two year,DSL,Yes,Yes,Yes,Male,0,No,No,0
CUST0326,42,99.33,2437.86,2,8,3,Month-to-month,Fiber optic,No,No,Yes,Female,1,No,No,1
CUST0327,70,51.68,5344.21,1,5,3,One year,DSL,Yes,Yes,No,Male,0,No,No,0
CUST0328,15,105.72,7725.89,3,1,1,Month-to-month,DSL,No,Yes,No,Female,0,Yes,No,0
CUST0329,54,110.61,498.29,4,0,1,One year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
CUST0330,60,47.69,7134.04,2,1,0,Two year,Fiber optic,Yes,No,Yes,Female,0,No,Yes,0
CUST0331,8,118.35,4657.36,1,0,4,Month-to-month,No,Yes,No,Yes,Male,0,No,Yes,1
CUST0332,53,34.07,4554.96,4,9,3,Month-to-month,DSL,No,No,Yes,Female,0,Yes,Yes,0
CUST0333,60,40.2,4052.2,4,9,3,Two year,Fiber optic,No,Yes,Yes,Female,0,No,No,1
CUST0334,5,38.42,648.21,4,8,1,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,Yes,0
CUST0335,68,109.4,810.03,3,9,1,Month-to-month,DSL,No,No,Yes,Male,1,No,No,1
CUST0336,6,85.43,4847.2,2,7,4,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,Yes,1
CUST0337,47,35.21,2793.57,4,6,1,One year,No,Yes,Yes,No,Male,0,Yes,No,1
CUST0338,55,64.03,7346.42,3,2,2,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,0
CUST0339,40,81.53,3312.07,2,7,2,Two year,DSL,No,No,No,Male,0,No,No,1
CUST0340,52,28.35,1231.92,2,1,2,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,1
CUST0341,16,108.24,5746.28,3,1,2,Month-to-month,DSL,Yes,Yes,No,Male,1,Yes,Yes,0
CUST0342,13,100.36,2417.49,3,9,4,One year,No,Yes,No,Yes,Female,0,No,No,0
CUST0343,30,70.52,4251.22,4,2,3,Month-to-month,Fiber optic,No,No,Yes,Male,1,Yes,Yes,1
CUST0344,19,116.71,5612.88,2,6,2,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,0
CUST0345,17,61.78,7212.09,1,0,1,One year,Fiber optic,No,Yes,No,Male,0,No,No,0
CUST0346,63,118.41,6358.31,3,7,2,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0347,19,86.79,5443.25,2,6,4,Two year,DSL,No,No,Yes,Female,1,Yes,No,0
CUST0348,58,83.47,5469.1,2,3,1,Two year,Fiber optic,Yes,Yes,No,Female,0,No,No,0
CUST0349,55,36.6,7572.8,4,4,2,Two year,DSL,No,Yes,Yes,Female,0,Yes,No,0
CUST0350,62,108.19,2437.01,1,9,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
CUST0351,23,62.75,108.79,4,0,1,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
CUST0352,9,36.22,2248.44,1,3,1,Two year,No,Yes,Yes,No,Male,1,Yes,No,1
CUST0353,12,21.26,1821.34,1,0,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,0
CUST0354,1,75.98,5328.49,3,0,1,One year,DSL,Yes,No,Yes,Male,0,No,No,1
CUST0355,58,72.74,5106.32,2,9,2,One year,No,No,No,Yes,Female,0,Yes,No,0
CUST0356,1,91.94,4788.34,2,0,1,Month-to-month,DSL,No,No,Yes,Male,0,Yes,Yes,0
CUST0357,34,109.03,228.32,2,6,2,Two year,Fiber optic,No,Yes,No,Male,0,Yes,No,1
CUST0358,48,27.94,5857.35,1,6,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,1
CUST0359,1,93.15,2655.89,2,3,0,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,0
CUST0360,16,38.74,5353.94,3,1,3,Two year,No,Yes,Yes,Yes,Female,0,No,No,0
CUST0361,61,105.82,4496.97,1,2,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0362,64,101.91,2807.57,1,7,4,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,Yes,1
CUST0363,63,74.08,1163.15,1,7,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,Yes,1
CUST0364,69,91.02,845.91,1,5,4,Two year,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
CUST0365,22,51.44,6668.99,3,9,4,One year,No,No,No,No,Male,0,Yes,No,0
CUST0366,67,67.12,7355.34,2,8,2,One year,DSL,No,No,Yes,Male,0,No,No,0
CUST0367,26,102.16,5233.33,3,8,2,One year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0368,16,65.93,917.13,2,3,0,Month-to-month,Fiber optic,No,No,Yes,Female,1,Yes,Yes,0
CUST0369,51,55.78,3276.02,3,0,1,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
CUST0370,57,69.42,5858.62,4,0,3,Two year,Fiber optic,Yes,No,No,Male,1,Yes,Yes,0
CUST0371,29,102.82,6260.58,4,9,2,Month-to-month,DSL,No,No,Yes,Female,1,Yes,Yes,0
CUST0372,69,53.52,1033.93,4,4,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
CUST0373,47,37.38,100.24,4,1,4,Two year,Fiber optic,Yes,No,No,Female,0,Yes,Yes,0
CUST0374,62,91.2,5725.88,1,5,1,Two year,No,Yes,No,Yes,Female,0,Yes,No,0
CUST0375,69,102.6,2917.11,1,6,0,Two year,DSL,No,No,Yes,Male,0,Yes,Yes,0
CUST0376,16,30.06,2110.4,3,0,3,Two year,Fiber optic,No,Yes,Yes,Female,1,No,Yes,0
CUST0377,48,43.99,201.89,3,5,1,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,0
CUST0378,39,34.2,4368.37,4,7,0,One year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
CUST0379,33,54.79,6824.09,2,4,3,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,Yes,1
CUST0380,23,65.04,7665.29,4,6,1,Month-to-month,No,No,Yes,Yes,Male,1,Yes,No,1
CUST0381,10,94.88,4569.39,3,9,2,One year,Fiber optic,No,No,Yes,Male,0,Yes,No,1
CUST0382,69,85.11,4164.24,4,5,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
CUST0383,34,82.09,771.95,3,3,1,One year,DSL,No,Yes,No,Male,0,Yes,Yes,0
CUST0384,52,55.24,4436.1,4,6,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
CUST0385,10,104.14,3101.83,2,9,1,Month-to-month,DSL,Yes,Yes,No,Male,0,Yes,No,0
CUST0386,19,67.13,4896.37,4,8,2,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,Yes,0
CUST0387,58,117.91,3170.94,2,9,3,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,Yes,1
CUST0388,1,83.41,1998.36,2,9,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
CUST0389,69,32.63,850.23,3,6,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,0
CUST0390,4,87.62,2587.86,2,4,2,Two year,No,Yes,Yes,No,Male,0,No,No,0
CUST0391,16,52.51,863.49,1,6,0,Month-to-month,DSL,No,No,No,Female,0,No,Yes,0
CUST0392,24,88.63,1497.49,1,2,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0393,2,26.96,7899.96,1,1,0,One year,DSL,No,Yes,Yes,Male,0,No,No,0
CUST0394,32,37.49,3608.42,3,4,1,One year,No,Yes,No,Yes,Female,0,No,Yes,0
CUST0395,24,105.57,4301.79,1,3,0,Month-to-month,No,No,No,No,Female,0,No,No,1
CUST0396,12,42.72,7001.59,3,4,0,One year,Fiber optic,No,Yes,Yes,Female,0,No,No,0
CUST0397,50,103.7,7964.99,3,7,3,One year,No,Yes,Yes,No,Female,0,Yes,Yes,1
CUST0398,35,47.93,4703.44,1,3,4,Month-to-month,DSL,No,Yes,No,Female,0,No,No,0
CUST0399,33,84.29,6518.54,2,8,4,Month-to-month,No,Yes,No,No,Female,0,Yes,No,1
CUST0400,33,89.42,2682.83,4,6,2,Two year,DSL,No,Yes,Yes,Male,0,No,No,0
CUST0401,61,71.27,2515.38,3,9,2,Two year,DSL,Yes,No,Yes,Male,0,No,Yes,0
CUST0402,51,50.53,3281.36,1,6,4,One year,DSL,Yes,No,No,Male,0,No,No,0
CUST0403,43,41.26,5412.81,3,7,1,Month-to-month,Fiber optic,No,No,No,Male,1,Yes,No,0
CUST0404,12,23.32,5489.31,2,5,3,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,No,0
CUST0405,67,50.39,2590.39,2,7,3,One year,Fiber optic,Yes,No,Yes,Female,0,Yes,No,1
CUST0406,65,85.32,1152.36,1,2,1,Month-to-month,No,Yes,Yes,No,Female,1,Yes,Yes,0
CUST0407,33,113.83,5095.93,3,9,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
CUST0408,40,107.12,1113.77,4,9,4,One year,DSL,Yes,No,Yes,Female,1,Yes,No,0
CUST0409,43,96.61,4670.09,4,0,2,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,Yes,0
CUST0410,44,98.84,5578.03,3,5,1,One year,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,0
CUST0411,29,86.5,5634.83,3,0,2,Two year,No,No,No,No,Male,0,No,Yes,1
CUST0412,13,46.03,6052.43,3,8,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
CUST0413,12,110.72,6995.59,1,1,3,Two year,Fiber optic,Yes,No,Yes,Male,0,Yes,No,0
CUST0414,46,87.07,4049.68,2,1,4,Month-to-month,DSL,No,No,Yes,Female,0,No,No,0
CUST0415,2,76.04,5868.97,4,6,3,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
CUST0416,35,31.1,4991.46,1,1,4,Month-to-month,No,Yes,Yes,Yes,Male,1,No,No,0
CUST0417,8,64.71,1574.46,3,9,0,Month-to-month,DSL,Yes,Yes,No,Female,0,No,No,1
CUST0418,26,66.04,302.95,3,7,3,One year,No,Yes,Yes,No,Male,0,No,Yes,1
CUST0419,34,106.46,2347.88,2,5,0,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,Yes,1
CUST0420,7,74.66,3599.97,3,6,4,Two year,DSL,Yes,No,Yes,Female,0,Yes,Yes,1
CUST0421,68,58.04,4975.14,1,6,1,Month-to-month,No,Yes,No,No,Male,0,No,No,1
CUST0422,58,117.68,6814.68,1,5,3,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,No,1
CUST0423,29,31.07,1650.34,2,9,0,Month-to-month,DSL,Yes,No,No,Male,0,Yes,No,0
CUST0424,36,62.25,1091.84,1,8,3,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,1
CUST0425,21,24.2,7711.49,4,8,3,Month-to-month,DSL,No,No,Yes,Male,1,Yes,No,1
CUST0426,36,93.99,953.55,1,6,3,One year,No,No,No,Yes,Male,0,No,No,1
CUST0427,10,111.81,3880.08,1,8,2,One year,Fiber optic,Yes,No,Yes,Male,0,No,No,1
CUST0428,24,48.0,4725.95,1,9,0,Two year,No,Yes,Yes,Yes,Male,0,Yes,Yes,1
CUST0429,64,105.83,4376.86,4,2,0,Two year,DSL,No,No,No,Female,0,Yes,No,1
CUST0430,49,49.22,779.65,3,2,3,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,1
CUST0431,36,111.08,550.51,1,0,1,One year,DSL,No,Yes,No,Male,0,No,Yes,0
CUST0432,24,95.4,933.32,2,4,3,Month-to-month,Fiber optic,Yes,Yes,No,Female,1,No,Yes,1
CUST0433,23,100.49,4726.14,4,3,2,One year,No,Yes,Yes,No,Female,0,No,No,1
CUST0434,62,21.8,4400.32,2,1,4,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
CUST0435,37,116.28,1946.55,1,8,2,Two year,DSL,Yes,Yes,Yes,Female,0,No,No,1
CUST0436,12,92.67,5138.42,2,2,1,One year,No,Yes,Yes,No,Female,0,Yes,Yes,0
CUST0437,55,50.48,6578.53,1,7,3,Two year,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
CUST0438,13,102.94,428.47,4,5,0,Two year,DSL,No,Yes,Yes,Male,0,Yes,No,1
CUST0439,23,48.15,4035.23,2,4,3,Two year,No,No,No,No,Male,0,No,No,0
CUST0440,30,107.28,5545.55,2,0,1,Two year,DSL,Yes,No,Yes,Female,0,No,No,0
CUST0441,17,31.26,2093.26,1,3,0,Month-to-month,DSL,Yes,No,No,Male,0,No,No,1
CUST0442,62,90.37,2531.39,1,2,2,Month-to-month,DSL,Yes,No,No,Female,0,No,Yes,0
CUST0443,13,74.07,4947.74,3,0,4,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,No,1
CUST0444,59,29.65,7193.69,1,4,4,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,1
CUST0445,19,44.19,6498.4,1,5,3,Month-to-month,DSL,No,Yes,No,Female,0,Yes,No,0
CUST0446,49,21.24,4706.73,3,1,2,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,0
CUST0447,12,66.88,5868.75,1,2,1,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,0
CUST0448,61,50.13,2982.1,1,5,4,Two year,No,No,Yes,Yes,Male,0,No,No,0
CUST0449,19,79.84,5163.63,3,3,2,Two year,Fiber optic,No,No,No,Female,0,No,No,0
CUST0450,9,49.72,3782.83,4,8,3,Month-to-month,DSL,Yes,Yes,Yes,Female,1,Yes,No,1
CUST0451,71,49.99,1600.5,4,4,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,Yes,0
CUST0452,28,94.32,5643.73,1,3,3,Month-to-month,DSL,Yes,Yes,Yes,Female,1,Yes,No,0
CUST0453,52,24.81,4496.07,1,1,3,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
CUST0454,16,110.29,2933.11,3,5,2,One year,Fiber optic,Yes,No,No,Male,0,Yes,No,0
CUST0455,69,105.23,7299.58,3,9,4,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,1
CUST0456,12,86.78,265.38,4,1,2,One year,Fiber optic,No,Yes,Yes,Male,0,No,No,0
CUST0457,25,79.32,2594.61,2,6,0,Two year,Fiber optic,No,Yes,Yes,Male,1,Yes,No,0
CUST0458,52,109.23,549.36,1,2,2,Two year,DSL,No,Yes,Yes,Female,0,Yes,No,0
CUST0459,53,38.53,6155.57,2,8,1,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,No,1
CUST0460,23,27.9,5646.65,2,4,3,One year,Fiber optic,Yes,No,No,Male,0,Yes,No,0
CUST0461,16,43.95,2717.68,3,7,4,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,1
CUST0462,57,99.46,5437.74,1,5,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,0
CUST0463,39,23.47,3227.9,1,9,3,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,No,0
CUST0464,53,78.28,6074.4,3,7,2,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,0
CUST0465,42,119.54,3688.05,2,2,1,Month-to-month,DSL,Yes,Yes,Yes,Female,1,No,Yes,1
CUST0466,58,105.57,3357.01,3,2,2,Month-to-month,No,Yes,No,Yes,Male,0,No,No,0
CUST0467,39,72.14,7484.37,4,4,3,One year,No,No,No,No,Female,0,Yes,No,0
CUST0468,14,26.36,2081.94,1,9,0,One year,DSL,Yes,Yes,Yes,Male,0,No,No,0
CUST0469,5,103.14,1051.53,4,2,4,Month-to-month,DSL,No,Yes,Yes,Male,1,No,Yes,1
CUST0470,35,79.9,4717.89,3,7,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
CUST0471,18,31.49,7757.64,1,9,0,Two year,DSL,No,No,No,Male,0,No,No,0
CUST0472,9,29.39,3084.93,4,7,3,Month-to-month,Fiber optic,No,No,No,Male,1,No,No,1
CUST0473,58,110.96,590.09,4,1,1,Two year,DSL,Yes,Yes,Yes,Female,0,No,No,0
CUST0474,17,86.92,2780.51,2,3,2,One year,DSL,Yes,No,No,Female,0,No,No,0
CUST0475,7,102.93,4096.86,1,9,4,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
CUST0476,46,107.9,1379.19,4,0,0,Month-to-month,No,Yes,Yes,Yes,Male,1,Yes,No,0
CUST0477,13,77.18,5299.01,4,3,4,Month-to-month,DSL,Yes,Yes,Yes,Male,1,Yes,Yes,1
CUST0478,40,71.74,7982.22,2,3,4,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
CUST0479,42,63.04,3668.74,4,9,4,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,1
CUST0480,9,51.69,2902.36,4,8,0,One year,DSL,Yes,Yes,Yes,Male,0,No,No,1
CUST0481,50,63.46,3265.56,4,2,0,Month-to-month,No,Yes,No,Yes,Male,0,No,No,0
CUST0482,27,97.39,1009.65,2,1,4,Month-to-month,Fiber optic,No,No,Yes,Female,1,Yes,No,1
CUST0483,66,80.19,7077.86,4,8,2,One year,Fiber optic,No,No,Yes,Female,1,Yes,No,0
CUST0484,5,109.25,3377.12,4,8,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
CUST0485,29,64.34,3159.47,1,0,4,Month-to-month,No,No,Yes,No,Female,0,Yes,No,0
CUST0486,37,80.71,5311.55,1,5,1,Month-to-month,No,No,Yes,Yes,Female,0,No,No,1
CUST0487,38,83.13,3592.06,2,9,4,Month-to-month,DSL,No,No,No,Female,0,Yes,Yes,0
CUST0488,8,79.17,5221.04,3,7,0,One year,DSL,No,Yes,No,Male,0,Yes,Yes,0
CUST0489,65,90.26,585.43,1,2,3,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,No,0
CUST0490,17,43.74,6528.41,2,8,1,One year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
CUST0491,71,71.24,7529.98,4,1,3,Month-to-month,No,Yes,No,Yes,Female,0,No,No,1
CUST0492,45,30.42,5225.25,4,5,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
CUST0493,4,58.45,7641.07,2,0,1,Month-to-month,No,No,Yes,Yes,Male,1,No,No,0
CUST0494,36,68.77,1296.32,4,6,4,One year,DSL,Yes,No,Yes,Male,1,Yes,Yes,0
CUST0495,70,85.22,3871.59,4,2,4,Month-to-month,No,No,No,Yes,Female,0,Yes,No,1
CUST0496,31,115.05,4854.27,3,6,4,Month-to-month,DSL,Yes,No,No,Male,0,No,No,1
CUST0497,19,80.07,4695.72,4,3,2,One year,No,No,Yes,Yes,Male,0,Yes,No,0
CUST0498,61,94.36,3271.55,1,8,4,Month-to-month,DSL,No,No,No,Male,1,No,No,1
CUST0499,54,70.63,2770.87,4,4,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
CUST0500,39,83.41,1101.91,2,2,2,One year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
CUST0501,19,27.09,3194.77,3,7,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
CUST0502,39,45.44,1385.02,4,5,2,One year,Fiber optic,Yes,No,Yes,Male,1,Yes,No,0
