order_id,customer_id,product_id,order_date,quantity,unit_price,discount,status,channel,region,revenue
ORD001468,CUST0097,PROD0064,2022-08-03 01:51:11.414282856,12,92.39,0.0,Completed,In-Store,West,1108.68
ORD001469,CUST0485,PROD0042,2022-08-03 05:21:11.054210844,12,486.33,0.05,Returned,Web,South,5544.16
ORD001470,CUST0411,PROD0094,2022-08-03 08:51:10.694138828,13,312.6,0.0,Completed,In-Store,North,4063.8
ORD001471,CUST0439,PROD0157,2022-08-03 12:21:10.334066816,11,490.89,0.0,Completed,Mobile,North,5399.79
ORD001472,CUST0289,PROD0147,2022-08-03 15:51:09.973994800,1,175.5,0.05,Completed,Web,North,166.72
ORD001473,CUST0254,PROD0011,2022-08-03 19:21:09.613922784,8,354.49,0.15,Completed,Mobile,West,2410.53
ORD001474,CUST0196,PROD0098,2022-08-03 22:51:09.253850772,1,119.08,0.15,Completed,In-Store,North,101.22
ORD001475,CUST0086,PROD0178,2022-08-04 02:21:08.893778756,5,137.99,0.0,Returned,Web,North,689.95
ORD001476,CUST0322,PROD0071,2022-08-04 05:51:08.533706744,9,260.83,0.05,Completed,Mobile,South,2230.1
ORD001477,CUST0010,PROD0108,2022-08-04 09:21:08.173634728,7,166.61,0.05,Completed,In-Store,East,1107.96
ORD001478,CUST0005,PROD0058,2022-08-04 12:51:07.813562712,4,92.13,0.0,Completed,Web,North,368.52
ORD001479,CUST0123,PROD0034,2022-08-04 16:21:07.453490700,11,138.81,0.1,Returned,Mobile,North,1374.22
ORD001480,CUST0330,PROD0020,2022-08-04 19:51:07.093418684,9,27.52,0.1,Completed,Web,North,222.91
ORD001481,CUST0353,PROD0050,2022-08-04 23:21:06.733346672,9,355.17,0.2,Completed,Web,West,2557.22
ORD001482,CUST0118,PROD0102,2022-08-05 02:51:06.373274656,2,251.14,0.0,Completed,Mobile,North,502.28
ORD001483,CUST0294,PROD0138,2022-08-05 06:21:06.013202640,10,56.18,0.0,Completed,Web,East,561.8
ORD001484,CUST0397,PROD0160,2022-08-05 09:51:05.653130628,10,94.13,0.15,Completed,Mobile,North,800.1
ORD001485,CUST0159,PROD0052,2022-08-05 13:21:05.293058612,11,60.24,0.1,Completed,Web,North,596.38
ORD001486,CUST0303,PROD0015,2022-08-05 16:51:04.932986600,12,310.17,0.15,Completed,Web,South,3163.73
ORD001487,CUST0228,PROD0084,2022-08-05 20:21:04.572914584,6,56.16,0.0,Completed,Mobile,North,336.96
ORD001488,CUST0365,PROD0131,2022-08-05 23:51:04.212842568,4,379.6,0.05,Completed,Web,North,1442.48
ORD001489,CUST0216,PROD0037,2022-08-06 03:21:03.852770556,8,20.05,0.05,Completed,Web,South,152.38
ORD001490,CUST0436,PROD0126,2022-08-06 06:51:03.492698540,12,132.19,0.0,Returned,Mobile,South,1586.28
ORD001491,CUST0184,PROD0040,2022-08-06 10:21:03.132626528,11,446.43,0.05,Pending,In-Store,West,4665.19
ORD001492,CUST0015,PROD0072,2022-08-06 13:51:02.772554512,7,362.08,0.1,Completed,In-Store,North,2281.1
ORD001493,CUST0157,PROD0040,2022-08-06 17:21:02.412482496,7,45.75,0.0,Completed,Mobile,International,320.25
ORD001494,CUST0136,PROD0056,2022-08-06 20:51:02.052410484,11,412.35,0.0,Completed,In-Store,West,4535.85
ORD001495,CUST0261,PROD0151,2022-08-07 00:21:01.692338468,10,251.59,0.1,Completed,In-Store,West,2264.31
ORD001496,CUST0157,PROD0104,2022-08-07 03:51:01.332266456,9,424.92,0.05,Completed,Web,South,3633.07
ORD001497,CUST0047,PROD0139,2022-08-07 07:21:00.972194440,13,304.36,0.15,Completed,Web,West,3363.18
ORD001498,CUST0324,PROD0110,2022-08-07 10:51:00.612122424,5,344.1,0.0,Completed,Web,North,1720.5
ORD001499,CUST0332,PROD0192,2022-08-07 14:21:00.252050412,6,496.82,0.0,Completed,Web,North,2980.92
ORD001500,CUST0173,PROD0136,2022-08-07 17:50:59.891978396,1,123.84,0.2,Completed,In-Store,North,99.07
ORD001501,CUST0130,PROD0093,2022-08-07 21:20:59.531906384,6,315.73,0.2,Completed,Mobile,International,1515.5
ORD001502,CUST0411,PROD0094,2022-08-08 00:50:59.171834368,2,235.56,0.0,Completed,Mobile,South,471.12
ORD001503,CUST0095,PROD0056,2022-08-08 04:20:58.811762352,6,29.33,0.1,Completed,Web,International,158.38
ORD001504,CUST0115,PROD0060,2022-08-08 07:50:58.451690340,9,17.09,0.0,Completed,Web,South,153.81
ORD001505,CUST0243,PROD0138,2022-08-08 11:20:58.091618324,8,68.42,0.0,Completed,Web,International,547.36
ORD001506,CUST0420,PROD0039,2022-08-08 14:50:57.731546312,9,328.05,0.0,Completed,In-Store,International,2952.45
ORD001507,CUST0292,PROD0028,2022-08-08 18:20:57.371474296,13,287.91,0.0,Completed,Web,International,3742.83
ORD001508,CUST0282,PROD0049,2022-08-08 21:50:57.011402280,10,281.18,0.15,Completed,In-Store,East,2390.03
ORD001509,CUST0299,PROD0164,2022-08-09 01:20:56.651330268,8,25.61,0.1,Completed,Web,International,184.39
ORD001510,CUST0283,PROD0125,2022-08-09 04:50:56.291258252,3,239.96,0.2,Completed,Mobile,International,575.9
ORD001511,CUST0069,PROD0013,2022-08-09 08:20:55.931186240,8,463.07,0.1,Completed,Mobile,South,3334.1
ORD001512,CUST0148,PROD0036,2022-08-09 11:50:55.571114224,6,204.82,0.05,Completed,In-Store,South,1167.47
ORD001513,CUST0011,PROD0101,2022-08-09 15:20:55.211042208,13,316.21,0.1,Completed,Web,West,3699.66
ORD001514,CUST0254,PROD0026,2022-08-09 18:50:54.850970196,6,392.11,0.2,Completed,Web,South,1882.13
ORD001515,CUST0330,PROD0086,2022-08-09 22:20:54.490898180,6,394.12,0.1,Returned,Web,West,2128.25
ORD001516,CUST0360,PROD0004,2022-08-10 01:50:54.130826168,3,264.45,0.1,Completed,In-Store,North,714.02
ORD001517,CUST0038,PROD0082,2022-08-10 05:20:53.770754152,10,430.4,0.2,Completed,Web,East,3443.2
ORD001518,CUST0134,PROD0192,2022-08-10 08:50:53.410682136,1,201.78,0.0,Returned,Web,North,201.78
ORD001519,CUST0200,PROD0166,2022-08-10 12:20:53.050610124,12,445.46,0.1,Completed,Mobile,South,4810.97
ORD001520,CUST0023,PROD0127,2022-08-10 15:50:52.690538108,14,127.71,0.15,Completed,Mobile,South,1519.75
ORD001521,CUST0303,PROD0088,2022-08-10 19:20:52.330466096,4,147.31,0.2,Completed,Mobile,West,471.39
ORD001522,CUST0346,PROD0127,2022-08-10 22:50:51.970394080,10,36.03,0.0,Completed,In-Store,North,360.3
ORD001523,CUST0302,PROD0120,2022-08-11 02:20:51.610322064,12,399.84,0.05,Completed,Mobile,West,4558.18
ORD001524,CUST0363,PROD0022,2022-08-11 05:50:51.250250052,6,214.36,0.1,Completed,In-Store,West,1157.54
ORD001525,CUST0396,PROD0130,2022-08-11 09:20:50.890178036,11,122.27,0.0,Completed,Mobile,East,1344.97
ORD001526,CUST0218,PROD0031,2022-08-11 12:50:50.530106024,12,123.58,0.1,Completed,Web,North,1334.66
ORD001527,CUST0141,PROD0119,2022-08-11 16:20:50.170034008,10,451.69,0.0,Completed,In-Store,North,4516.9
ORD001528,CUST0104,PROD0011,2022-08-11 19:50:49.809961992,2,418.62,0.0,Completed,Mobile,East,837.24
ORD001529,CUST0446,PROD0046,2022-08-11 23:20:49.449889980,7,281.23,0.05,Completed,Web,North,1870.18
ORD001530,CUST0210,PROD0096,2022-08-12 02:50:49.089817964,7,311.89,0.05,Returned,Mobile,East,2074.07
ORD001531,CUST0473,PROD0190,2022-08-12 06:20:48.729745952,11,242.42,0.05,Completed,Web,International,2533.29
ORD001532,CUST0481,PROD0197,2022-08-12 09:50:48.369673936,4,201.92,0.05,Completed,Web,North,767.3
ORD001533,CUST0111,PROD0192,2022-08-12 13:20:48.009601920,4,458.58,0.0,Completed,Mobile,East,1834.32
ORD001534,CUST0104,PROD0010,2022-08-12 16:50:47.649529908,1,71.55,0.0,Completed,Mobile,International,71.55
ORD001535,CUST0316,PROD0168,2022-08-12 20:20:47.289457892,13,215.04,0.0,Completed,Mobile,International,2795.52
ORD001536,CUST0171,PROD0128,2022-08-12 23:50:46.929385880,2,178.84,0.0,Completed,Web,International,357.68
ORD001537,CUST0460,PROD0152,2022-08-13 03:20:46.569313864,9,254.09,0.05,Completed,In-Store,West,2172.47
ORD001538,CUST0492,PROD0099,2022-08-13 06:50:46.209241848,10,234.24,0.1,Completed,Web,South,2108.16
ORD001539,CUST0356,PROD0172,2022-08-13 10:20:45.849169836,8,264.26,0.0,Pending,Web,International,2114.08
ORD001540,CUST0496,PROD0112,2022-08-13 13:50:45.489097820,8,78.56,0.0,Completed,Web,International,628.48
ORD001541,CUST0324,PROD0060,2022-08-13 17:20:45.129025804,9,261.44,0.1,Completed,Web,East,2117.66
ORD001542,CUST0133,PROD0190,2022-08-13 20:50:44.768953792,7,128.79,0.0,Completed,Web,South,901.53
ORD001543,CUST0376,PROD0087,2022-08-14 00:20:44.408881776,13,100.32,0.2,Completed,Mobile,South,1043.33
ORD001544,CUST0293,PROD0145,2022-08-14 03:50:44.048809764,9,41.77,0.1,Completed,In-Store,South,338.34
ORD001545,CUST0328,PROD0065,2022-08-14 07:20:43.688737748,10,383.7,0.0,Completed,In-Store,North,3837.0
ORD001546,CUST0127,PROD0057,2022-08-14 10:50:43.328665732,12,219.45,0.0,Completed,Mobile,East,2633.4
ORD001547,CUST0106,PROD0183,2022-08-14 14:20:42.968593720,2,317.06,0.05,Completed,Web,East,602.41
ORD001548,CUST0497,PROD0106,2022-08-14 17:50:42.608521704,6,366.52,0.0,Completed,Mobile,East,2199.12
ORD001549,CUST0092,PROD0181,2022-08-14 21:20:42.248449692,3,342.87,0.0,Returned,Mobile,North,1028.61
ORD001550,CUST0287,PROD0184,2022-08-15 00:50:41.888377676,11,240.55,0.0,Completed,Web,West,2646.05
ORD001551,CUST0378,PROD0009,2022-08-15 04:20:41.528305660,6,200.07,0.1,Returned,Mobile,North,1080.38
ORD001552,CUST0393,PROD0022,2022-08-15 07:50:41.168233648,3,194.22,0.05,Pending,Web,North,553.53
ORD001553,CUST0051,PROD0141,2022-08-15 11:20:40.808161632,8,323.62,0.0,Completed,Web,East,2588.96
ORD001554,CUST0029,PROD0089,2022-08-15 14:50:40.448089620,11,252.45,0.1,Completed,Mobile,South,2499.26
ORD001555,CUST0462,PROD0176,2022-08-15 18:20:40.088017604,13,426.07,0.05,Completed,Mobile,North,5261.96
ORD001556,CUST0296,PROD0018,2022-08-15 21:50:39.727945588,4,438.6,0.05,Completed,Mobile,South,1666.68
ORD001557,CUST0297,PROD0115,2022-08-16 01:20:39.367873576,12,93.57,0.0,Completed,Web,West,1122.84
ORD001558,CUST0214,PROD0168,2022-08-16 04:50:39.007801560,10,76.75,0.05,Completed,Mobile,East,729.12
ORD001559,CUST0267,PROD0145,2022-08-16 08:20:38.647729548,6,318.9,0.2,Completed,In-Store,South,1530.72
ORD001560,CUST0407,PROD0143,2022-08-16 11:50:38.287657532,9,157.6,0.0,Completed,In-Store,North,1418.4
ORD001561,CUST0257,PROD0106,2022-08-16 15:20:37.927585516,2,19.1,0.0,Completed,Web,East,38.2
ORD001562,CUST0302,PROD0015,2022-08-16 18:50:37.567513504,2,445.43,0.0,Completed,Web,International,890.86
ORD001563,CUST0101,PROD0063,2022-08-16 22:20:37.207441488,7,121.18,0.0,Completed,Mobile,East,848.26
ORD001564,CUST0405,PROD0167,2022-08-17 01:50:36.847369476,2,465.35,0.0,Completed,Web,West,930.7
ORD001565,CUST0346,PROD0013,2022-08-17 05:20:36.487297460,2,361.54,0.15,Completed,Web,East,614.62
ORD001566,CUST0110,PROD0081,2022-08-17 08:50:36.127225444,4,383.7,0.2,Completed,Web,West,1227.84
ORD001567,CUST0420,PROD0032,2022-08-17 12:20:35.767153432,9,108.72,0.0,Completed,Mobile,International,978.48
ORD001568,CUST0182,PROD0137,2022-08-17 15:50:35.407081416,8,124.76,0.05,Returned,Mobile,West,948.18
ORD001569,CUST0471,PROD0040,2022-08-17 19:20:35.047009404,2,265.42,0.1,Completed,Web,International,477.76
ORD001570,CUST0313,PROD0148,2022-08-17 22:50:34.686937388,8,94.33,0.05,Completed,Web,South,716.91
ORD001571,CUST0001,PROD0082,2022-08-18 02:20:34.326865372,4,159.66,0.05,Completed,Mobile,International,606.71
ORD001572,CUST0319,PROD0077,2022-08-18 05:50:33.966793360,2,167.52,0.0,Completed,Web,East,335.04
ORD001573,CUST0438,PROD0191,2022-08-18 09:20:33.606721344,11,88.22,0.05,Completed,Mobile,International,921.9
ORD001574,CUST0055,PROD0076,2022-08-18 12:50:33.246649332,10,110.54,0.05,Completed,Web,North,1050.13
ORD001575,CUST0371,PROD0172,2022-08-18 16:20:32.886577316,7,396.39,0.1,Completed,Web,West,2497.26
ORD001576,CUST0424,PROD0038,2022-08-18 19:50:32.526505300,6,91.93,0.1,Completed,Web,West,496.42
ORD001577,CUST0399,PROD0188,2022-08-18 23:20:32.166433288,14,23.94,0.0,Completed,Mobile,North,335.16
ORD001578,CUST0149,PROD0071,2022-08-19 02:50:31.806361272,10,318.38,0.0,Completed,Mobile,West,3183.8
ORD001579,CUST0431,PROD0048,2022-08-19 06:20:31.446289260,5,488.23,0.2,Completed,Web,West,1952.92
ORD001580,CUST0457,PROD0018,2022-08-19 09:50:31.086217244,11,172.29,0.05,Completed,Web,South,1800.43
ORD001581,CUST0309,PROD0144,2022-08-19 13:20:30.726145228,1,68.14,0.15,Completed,Web,South,57.92
ORD001582,CUST0137,PROD0183,2022-08-19 16:50:30.366073216,2,289.49,0.0,Completed,Mobile,East,578.98
ORD001583,CUST0202,PROD0039,2022-08-19 20:20:30.006001200,8,454.11,0.05,Completed,Web,East,3451.24
ORD001584,CUST0436,PROD0196,2022-08-19 23:50:29.645929188,1,394.19,0.05,Completed,Web,North,374.48
ORD001585,CUST0313,PROD0187,2022-08-20 03:20:29.285857172,3,315.03,0.15,Completed,Mobile,North,803.33
ORD001586,CUST0117,PROD0089,2022-08-20 06:50:28.925785156,2,164.38,0.0,Completed,Mobile,North,328.76
ORD001587,CUST0154,PROD0062,2022-08-20 10:20:28.565713144,5,275.52,0.0,Completed,Web,South,1377.6
ORD001588,CUST0425,PROD0141,2022-08-20 13:50:28.205641128,4,54.71,0.05,Pending,Web,North,207.9
ORD001589,CUST0291,PROD0109,2022-08-20 17:20:27.845569116,13,342.68,0.15,Completed,In-Store,West,3786.61
ORD001590,CUST0063,PROD0081,2022-08-20 20:50:27.485497100,7,365.3,0.2,Completed,In-Store,East,2045.68
ORD001591,CUST0244,PROD0134,2022-08-21 00:20:27.125425084,5,482.87,0.2,Completed,Web,West,1931.48
ORD001592,CUST0025,PROD0077,2022-08-21 03:50:26.765353072,8,137.59,0.2,Completed,Mobile,North,880.58
ORD001593,CUST0090,PROD0188,2022-08-21 07:20:26.405281056,4,19.04,0.0,Completed,Mobile,East,76.16
ORD001594,CUST0075,PROD0090,2022-08-21 10:50:26.045209044,12,277.35,0.0,Completed,In-Store,South,3328.2
ORD001595,CUST0294,PROD0014,2022-08-21 14:20:25.685137028,6,356.33,0.0,Completed,Web,West,2137.98
ORD001596,CUST0386,PROD0095,2022-08-21 17:50:25.325065012,4,397.3,0.0,Completed,Mobile,West,1589.2
ORD001597,CUST0391,PROD0054,2022-08-21 21:20:24.964993000,2,104.93,0.15,Completed,Mobile,International,178.38
ORD001598,CUST0210,PROD0132,2022-08-22 00:50:24.604920984,1,138.26,0.15,Pending,Web,North,117.52
ORD001599,CUST0475,PROD0039,2022-08-22 04:20:24.244848972,14,261.17,0.0,Completed,Mobile,West,3656.38
ORD001600,CUST0418,PROD0072,2022-08-22 07:50:23.884776956,14,171.99,0.1,Completed,Web,East,2167.07
ORD001601,CUST0347,PROD0025,2022-08-22 11:20:23.524704940,1,431.65,0.2,Completed,Web,West,345.32
ORD001602,CUST0017,PROD0077,2022-08-22 14:50:23.164632928,8,242.14,0.05,Completed,Web,East,1840.26
ORD001603,CUST0128,PROD0160,2022-08-22 18:20:22.804560912,14,401.79,0.0,Completed,In-Store,East,5625.06
ORD001604,CUST0427,PROD0187,2022-08-22 21:50:22.444488900,4,294.5,0.05,Completed,Mobile,North,1119.1
ORD001605,CUST0443,PROD0191,2022-08-23 01:20:22.084416884,5,388.81,0.0,Completed,Mobile,West,1944.05
ORD001606,CUST0364,PROD0166,2022-08-23 04:50:21.724344868,11,173.01,0.05,Completed,Mobile,South,1807.95
ORD001607,CUST0251,PROD0120,2022-08-23 08:20:21.364272856,8,417.39,0.05,Completed,Web,North,3172.16
ORD001608,CUST0179,PROD0053,2022-08-23 11:50:21.004200840,12,144.54,0.0,Completed,Web,North,1734.48
ORD001609,CUST0182,PROD0195,2022-08-23 15:20:20.644128828,7,277.59,0.2,Completed,Mobile,International,1554.5
ORD001610,CUST0152,PROD0156,2022-08-23 18:50:20.284056812,13,114.86,0.05,Completed,In-Store,South,1418.52
ORD001611,CUST0025,PROD0131,2022-08-23 22:20:19.923984796,8,243.01,0.05,Returned,Web,International,1846.88
ORD001612,CUST0455,PROD0150,2022-08-24 01:50:19.563912784,13,165.91,0.2,Completed,Web,International,1725.46
ORD001613,CUST0180,PROD0096,2022-08-24 05:20:19.203840768,8,140.68,0.0,Completed,Web,International,1125.44
ORD001614,CUST0198,PROD0166,2022-08-24 08:50:18.843768756,6,483.82,0.0,Completed,Web,International,2902.92
ORD001615,CUST0344,PROD0072,2022-08-24 12:20:18.483696740,10,88.44,0.15,Completed,Web,International,751.74
ORD001616,CUST0161,PROD0062,2022-08-24 15:50:18.123624724,2,395.79,0.0,Completed,Mobile,South,791.58
ORD001617,CUST0177,PROD0185,2022-08-24 19:20:17.763552712,6,492.24,0.1,Completed,Web,North,2658.1
ORD001618,CUST0285,PROD0006,2022-08-24 22:50:17.403480696,14,19.75,0.0,Completed,Web,East,276.5
ORD001619,CUST0063,PROD0032,2022-08-25 02:20:17.043408684,1,352.52,0.0,Completed,Mobile,East,352.52
ORD001620,CUST0491,PROD0099,2022-08-25 05:50:16.683336668,1,133.93,0.05,Completed,In-Store,North,127.23
ORD001621,CUST0150,PROD0138,2022-08-25 09:20:16.323264652,11,29.84,0.0,Completed,Web,West,328.24
ORD001622,CUST0154,PROD0131,2022-08-25 12:50:15.963192640,3,207.42,0.1,Completed,Mobile,East,560.03
ORD001623,CUST0156,PROD0187,2022-08-25 16:20:15.603120624,3,468.26,0.1,Completed,Web,International,1264.3
ORD001624,CUST0370,PROD0076,2022-08-25 19:50:15.243048612,11,15.76,0.2,Completed,In-Store,East,138.69
ORD001625,CUST0469,PROD0177,2022-08-25 23:20:14.882976596,13,298.06,0.1,Completed,Mobile,East,3487.3
ORD001626,CUST0049,PROD0059,2022-08-26 02:50:14.522904580,5,255.68,0.0,Returned,Mobile,South,1278.4
ORD001627,CUST0455,PROD0031,2022-08-26 06:20:14.162832568,1,437.96,0.15,Completed,Web,East,372.27
ORD001628,CUST0337,PROD0093,2022-08-26 09:50:13.802760552,10,51.16,0.1,Completed,Mobile,International,460.44
ORD001629,CUST0084,PROD0069,2022-08-26 13:20:13.442688540,6,343.95,0.1,Completed,Mobile,North,1857.33
ORD001630,CUST0361,PROD0190,2022-08-26 16:50:13.082616524,7,343.25,0.15,Completed,Web,South,2042.34
ORD001631,CUST0177,PROD0052,2022-08-26 20:20:12.722544508,10,337.85,0.05,Completed,Web,West,3209.58
ORD001632,CUST0148,PROD0089,2022-08-26 23:50:12.362472496,12,471.74,0.05,Returned,Mobile,South,5377.84
ORD001633,CUST0118,PROD0127,2022-08-27 03:20:12.002400480,13,413.31,0.1,Completed,Mobile,South,4835.73
ORD001634,CUST0342,PROD0169,2022-08-27 06:50:11.642328468,11,30.57,0.0,Completed,Web,South,336.27
ORD001635,CUST0476,PROD0031,2022-08-27 10:20:11.282256452,3,240.83,0.0,Completed,Mobile,North,722.49
ORD001636,CUST0063,PROD0084,2022-08-27 13:50:10.922184436,4,205.0,0.1,Completed,Web,South,738.0
ORD001637,CUST0189,PROD0127,2022-08-27 17:20:10.562112424,10,161.97,0.0,Completed,Web,International,1619.7
ORD001638,CUST0360,PROD0150,2022-08-27 20:50:10.202040408,11,231.15,0.0,Completed,Mobile,East,2542.65
ORD001639,CUST0049,PROD0132,2022-08-28 00:20:09.841968396,10,198.26,0.0,Completed,Web,North,1982.6
ORD001640,CUST0327,PROD0013,2022-08-28 03:50:09.481896380,14,221.84,0.1,Completed,Web,South,2795.18
ORD001641,CUST0257,PROD0045,2022-08-28 07:20:09.121824364,12,489.84,0.0,Completed,Web,North,5878.08
ORD001642,CUST0224,PROD0127,2022-08-28 10:50:08.761752352,10,53.43,0.1,Pending,Mobile,International,480.87
ORD001643,CUST0141,PROD0170,2022-08-28 14:20:08.401680336,14,461.89,0.0,Completed,Web,South,6466.46
ORD001644,CUST0478,PROD0114,2022-08-28 17:50:08.041608324,10,245.32,0.05,Completed,In-Store,International,2330.54
ORD001645,CUST0215,PROD0177,2022-08-28 21:20:07.681536308,10,315.63,0.05,Completed,Web,South,2998.48
ORD001646,CUST0435,PROD0020,2022-08-29 00:50:07.321464292,3,416.79,0.1,Completed,Mobile,West,1125.33
ORD001647,CUST0379,PROD0081,2022-08-29 04:20:06.961392280,1,186.63,0.0,Completed,Web,South,186.63
ORD001648,CUST0440,PROD0182,2022-08-29 07:50:06.601320264,8,220.91,0.2,Completed,Mobile,North,1413.82
ORD001649,CUST0211,PROD0164,2022-08-29 11:20:06.241248252,13,210.66,0.2,Completed,Mobile,North,2190.86
ORD001650,CUST0318,PROD0129,2022-08-29 14:50:05.881176236,10,193.62,0.15,Returned,Web,East,1645.77
ORD001651,CUST0032,PROD0143,2022-08-29 18:20:05.521104220,10,463.51,0.2,Completed,Web,South,3708.08
ORD001652,CUST0158,PROD0017,2022-08-29 21:50:05.161032208,2,416.18,0.05,Completed,Web,South,790.74
ORD001653,CUST0285,PROD0152,2022-08-30 01:20:04.800960192,1,63.41,0.05,Completed,Web,West,60.24
ORD001654,CUST0305,PROD0058,2022-08-30 04:50:04.440888180,14,62.98,0.1,Completed,Web,North,793.55
ORD001655,CUST0429,PROD0072,2022-08-30 08:20:04.080816164,8,219.66,0.1,Returned,Mobile,South,1581.55
ORD001656,CUST0477,PROD0109,2022-08-30 11:50:03.720744148,7,58.34,0.15,Completed,Mobile,West,347.12
ORD001657,CUST0286,PROD0023,2022-08-30 15:20:03.360672136,7,313.36,0.1,Completed,Web,East,1974.17
ORD001658,CUST0144,PROD0174,2022-08-30 18:50:03.000600120,4,80.41,0.2,Completed,Web,West,257.31
ORD001659,CUST0424,PROD0072,2022-08-30 22:20:02.640528108,11,265.96,0.0,Completed,Web,South,2925.56
ORD001660,CUST0019,PROD0008,2022-08-31 01:50:02.280456092,9,13.54,0.15,Completed,Web,South,103.58
ORD001661,CUST0018,PROD0059,2022-08-31 05:20:01.920384076,6,165.13,0.1,Completed,Mobile,North,891.7
ORD001662,CUST0257,PROD0111,2022-08-31 08:50:01.560312064,2,341.82,0.1,Returned,Mobile,International,615.28
ORD001663,CUST0078,PROD0187,2022-08-31 12:20:01.200240048,14,247.18,0.0,Completed,Web,International,3460.52
ORD001664,CUST0371,PROD0013,2022-08-31 15:50:00.840168036,1,489.35,0.1,Completed,Web,International,440.42
ORD001665,CUST0175,PROD0167,2022-08-31 19:20:00.480096020,1,438.31,0.2,Completed,Mobile,South,350.65
ORD001666,CUST0498,PROD0156,2022-08-31 22:50:00.120024004,9,185.94,0.0,Completed,Web,West,1673.46
ORD001667,CUST0194,PROD0189,2022-09-01 02:19:59.759951992,4,32.29,0.1,Completed,Web,South,116.24
ORD001668,CUST0476,PROD0016,2022-09-01 05:49:59.399879976,5,424.36,0.0,Completed,Mobile,East,2121.8
ORD001669,CUST0113,PROD0119,2022-09-01 09:19:59.039807964,3,456.5,0.2,Completed,Mobile,West,1095.6
ORD001670,CUST0114,PROD0002,2022-09-01 12:49:58.679735948,4,412.11,0.05,Completed,Web,North,1566.02
ORD001671,CUST0222,PROD0145,2022-09-01 16:19:58.319663932,12,72.7,0.0,Completed,In-Store,North,872.4
ORD001672,CUST0166,PROD0030,2022-09-01 19:49:57.959591920,8,498.98,0.0,Completed,Web,South,3991.84
ORD001673,CUST0435,PROD0103,2022-09-01 23:19:57.599519904,13,136.71,0.1,Completed,Mobile,West,1599.51
ORD001674,CUST0319,PROD0013,2022-09-02 02:49:57.239447892,4,364.86,0.0,Completed,Web,South,1459.44
ORD001675,CUST0132,PROD0096,2022-09-02 06:19:56.879375876,9,454.94,0.1,Completed,Mobile,South,3685.01
ORD001676,CUST0385,PROD0094,2022-09-02 09:49:56.519303860,9,125.49,0.2,Completed,In-Store,International,903.53
ORD001677,CUST0264,PROD0082,2022-09-02 13:19:56.159231848,6,455.05,0.15,Completed,Web,South,2320.76
ORD001678,CUST0413,PROD0013,2022-09-02 16:49:55.799159832,2,161.65,0.0,Completed,Mobile,North,323.3
ORD001679,CUST0055,PROD0171,2022-09-02 20:19:55.439087820,12,488.44,0.2,Completed,Mobile,East,4689.02
ORD001680,CUST0359,PROD0094,2022-09-02 23:49:55.079015804,10,147.82,0.1,Completed,Web,West,1330.38
ORD001681,CUST0131,PROD0149,2022-09-03 03:19:54.718943788,11,477.18,0.0,Completed,Mobile,North,5248.98
ORD001682,CUST0288,PROD0112,2022-09-03 06:49:54.358871776,7,36.24,0.0,Returned,In-Store,East,253.68
ORD001683,CUST0266,PROD0055,2022-09-03 10:19:53.998799760,9,357.54,0.0,Completed,Mobile,North,3217.86
ORD001684,CUST0458,PROD0081,2022-09-03 13:49:53.638727748,6,270.73,0.15,Completed,Web,East,1380.72
ORD001685,CUST0467,PROD0168,2022-09-03 17:19:53.278655732,3,244.16,0.0,Completed,Web,South,732.48
ORD001686,CUST0366,PROD0116,2022-09-03 20:49:52.918583716,14,119.51,0.0,Completed,Web,South,1673.14
ORD001687,CUST0162,PROD0143,2022-09-04 00:19:52.558511704,7,355.74,0.1,Completed,Web,East,2241.16
ORD001688,CUST0380,PROD0180,2022-09-04 03:49:52.198439688,5,103.5,0.05,Pending,Mobile,International,491.62
ORD001689,CUST0481,PROD0108,2022-09-04 07:19:51.838367676,1,280.89,0.1,Completed,Web,West,252.8
ORD001690,CUST0087,PROD0053,2022-09-04 10:49:51.478295660,3,134.09,0.1,Completed,Web,International,362.04
ORD001691,CUST0055,PROD0128,2022-09-04 14:19:51.118223644,5,478.25,0.0,Completed,Web,West,2391.25
ORD001692,CUST0476,PROD0180,2022-09-04 17:49:50.758151632,7,24.03,0.15,Returned,Web,North,142.98
ORD001693,CUST0288,PROD0158,2022-09-04 21:19:50.398079616,3,107.87,0.0,Completed,Mobile,South,323.61
ORD001694,CUST0178,PROD0161,2022-09-05 00:49:50.038007604,6,128.73,0.05,Completed,Mobile,International,733.76
ORD001695,CUST0391,PROD0057,2022-09-05 04:19:49.677935588,5,212.89,0.1,Completed,Web,East,958.0
ORD001696,CUST0349,PROD0052,2022-09-05 07:49:49.317863572,13,124.04,0.0,Completed,Web,International,1612.52
ORD001697,CUST0008,PROD0137,2022-09-05 11:19:48.957791560,1,250.76,0.2,Completed,Web,North,200.61
ORD001698,CUST0321,PROD0182,2022-09-05 14:49:48.597719544,10,437.51,0.05,Completed,Web,South,4156.34
ORD001699,CUST0313,PROD0111,2022-09-05 18:19:48.237647532,6,358.91,0.0,Completed,Web,South,2153.46
ORD001700,CUST0247,PROD0001,2022-09-05 21:49:47.877575516,14,294.18,0.2,Completed,Mobile,South,3294.82
ORD001701,CUST0323,PROD0044,2022-09-06 01:19:47.517503500,8,53.61,0.05,Completed,Web,South,407.44
